"MLS #","Cat","Status","Address","City","County","Beds","Baths","Structure Type","Status Contractual Search Date","Current Price","List Price","HOA Fee","Building Name","Lot Size Acres","Main Level Bedrooms","Main Level Full Baths","Main Level Half Baths","Municipality","Pool","Price/SqFt","RATIO Close Price By List Price","RATIO Close Price By Original List Price","Selling Office Name","Total SQFT","Year Built","Zip Code","Legal Subdivision","Age","Original List Price","Above Grade Finished SQFT","DOM","List Agent Full Name","Selling Agent Full Name","List Office Name"
"VAAX2014388","RES","CLS","800 S Saint Asaph St #402","Alexandria","Alexandria City, VA","1","1","Unit/Flat/Apartment","07/25/22","$450,000","$457,000.00","","ST ASAPH SQUARE","","1","1","","","Yes - Community","$548.78","0.98468","0.82267","EXP Realty, LLC","820","1982","22314","ST ASAPH SQUARE","40","$547,000","820","18","Heather C Corey","Donovan Kim","TTR Sotheby's International Realty (TTRS6)"
"VAAX2015882","RES","ACT","1201 N Royal St #213","Alexandria","Alexandria City, VA","1","1/1","Unit/Flat/Apartment","07/25/22","$718,000","$718,000.00","","","","1","1","1","","No Pool","$778.74","","","","922","2022","22314","","0","$718,000","922","46","David R Mayhood","","The Mayhood Company (MHD1)"
"VAAX2015908","RES","ACT","2700 Dartmouth Rd #3","Alexandria","Alexandria City, VA","2","1","Unit/Flat/Apartment","07/26/22","$289,900","$289,900.00","","SEMINARY WALK","","2","1","","","No Pool","$336.31","","","","862","1959","22314","SEMINARY WALK","63","$309,900","862","45","John M Burgess","","Realty Executives Premier (RXP1)"
"VAAX2005900","RES","CLS","1100 Quaker Hill Dr #416","Alexandria","Alexandria City, VA","2","2","Unit/Flat/Apartment","07/26/22","$320,000","$345,000.00","$72.00","QUAKER HILL","","2","2","","","Yes - Community","$297.12","0.92754","0.92754","Pearson Smith Realty, LLC","2,154","1991","22314","QUAKER HILL","31","$345,000","1,077","177","Gordon Dean Wood","Andrew Morgan Piccione","Virginia Fine Homes and Land (VFHL1)"
"VAAX2015428","RES","PND","1606 Princess St","Alexandria","Alexandria City, VA","2","2","Twin/Semi-Detached","07/28/22","$714,900","$714,900.00","","","0.06","","","","","No Pool","$808.71","","","Allison James Estates & Homes","1,326","1948","22314","","74","$714,900","884","14","Martine M Irmer","La-Toya N Prescott","Long & Foster Real Estate, Inc. (LNG183)"
"VAAX2014280","RES","CLS","919 N Alfred St","Alexandria","Alexandria City, VA","3","3/1","Interior Row/Townhouse","07/28/22","$988,500","$997,000.00","$100.00","","0.02","0","0","1","","No Pool","$525.80","0.99147","0.96439","CENTURY 21 New Millennium","1,880","2013","22314","JAMES BLAND HOMES","9","$1,025,000","1,880","17","Mary Ashley Zimmermann","Amanda Hamouda","Compass (COMPS7)"
"VAAX2013562","RES","CLS","305 Skyhill Rd","Alexandria","Alexandria City, VA","4","3/0","Detached","07/28/22","$968,000","$975,000.00","","","0.21","0","0","0","","No Pool","$508.94","0.99282","0.96800","Redfin Corporation","2,756","1955","22314","","67","$1,000,000","1,902","32","Ana M Ventura","Albert D Pasquali","Redfin Corporation (REFC1)"
"VAAX2015982","RES","ACT","226 Canal Center Plaza","Alexandria","Alexandria City, VA","3","3/1","Interior Row/Townhouse","07/28/22","$1,499,900","$1,499,900.00","$202.00","","","0","0","1","","No Pool","$649.59","","","","2,309","2022","22314","","0","$1,499,900","2,309","43","Hillary Curtin","","McWilliams/Ballard Inc. (MCWB1)"
"VAAX2011586","RES","CLS","520 John Carlyle St #407","Alexandria","Alexandria City, VA","0","1","Unit/Flat/Apartment","07/29/22","$410,000","$429,000.00","","","","0","1","","","No Pool","$738.74","0.95571","0.95571","Compass","555","2007","22314","CARLYLE SQUARE","15","$429,000","555","77","Martha D Floyd","OLIVIA ADAMS","McEnearney Associates, Inc. (MCE3)"
"VAAX2012062","RES","CLS","665 S Columbus St","Alexandria","Alexandria City, VA","2","1","End of Row/Townhouse","07/29/22","$575,000","$574,900.00","","ARCH HALL","","0","0","","","No Pool","$575.00","1.00017","0.93511","KW Metro Center","1,000","1987","22314","ARCH HALL","35","$614,900","1,000","71","Jason Cheperdak","Jason Quimby","Samson Properties (SAMP4)"
"VAAX2013806","RES","CLS","1603 Hunting Creek Dr #B","Alexandria","Alexandria City, VA","2","2/0","Interior Row/Townhouse","07/29/22","$725,000","$675,000.00","","OLD TOWN GREENS","","1","1","0","","Yes - Community","$479.18","1.07407","1.07407","RE/MAX Executives","1,513","2000","22314","OLD TOWN GREENS","22","$675,000","1,513","3","Ana Maria Menendez","Bruce A Tyburski","Compass (COMPS2)"
"VAAX2012178","RES","CLS","13 Wilkes","Alexandria","Alexandria City, VA","2","2/1","End of Row/Townhouse","07/29/22","$1,300,000","$1,299,000.00","","","","","","1","","No Pool","$646.12","1.00077","0.93593","RE/MAX Real Estate Connections","2,012","1993","22314","HARBORSIDE","29","$1,389,000","2,012","22","Sharron S Jones","Shannon Lauren-Connor","Weichert, REALTORS (WEI69)"
"VAAX2014190","RES","CLS","306 S Payne St","Alexandria","Alexandria City, VA","3","3/1","Interior Row/Townhouse","07/29/22","$1,180,000","$1,250,000.00","$193.00","","0.02","","","1","","Yes - Community, Yes - Personal","$509.72","0.94400","0.94400","Compass","2,315","1998","22314","OLD TOWN VILLAGE","24","$1,250,000","2,315","8","Brett D Rice","Mary Ashley Zimmermann","RE/MAX Executives (RMAX203)"
"VAAX2011714","RES","CLS","305 Cambridge Rd","Alexandria","Alexandria City, VA","4","4/1","Detached","07/30/22","$1,690,000","$1,720,000.00","","","0.18","","","1","","No Pool","$601.21","0.98256","0.98256","TTR Sotheby's International Realty","3,363","1948","22314","CLOVER","74","$1,720,000","2,811","19","Suhad Rasoul","Frida Hopper","Real Broker, LLC (REKL1)"
"VAAX2012924","RES","CLS","1608 W Abingdon Dr #202","Alexandria","Alexandria City, VA","2","1/1","Unit/Flat/Apartment","08/01/22","$315,000","$320,000.00","","POTOWMACK CROSSI","","2","1","1","","Yes - Community","$384.62","0.98438","0.98438","KW Metro Center","819","1942","22314","","80","$320,000","819","18","Cheryl H Wood","Autumn Sayre","Redfin Corporation (REFC1)"
"VAAX2014348","RES","CLS","128 Roberts Ln #100","Alexandria","Alexandria City, VA","2","1","Unit/Flat/Apartment","08/01/22","$376,000","$380,000.00","","FORT ELLSWORTH","","","","","","Yes - Community","$338.74","0.98947","0.98947","KW Metro Center","1,110","1974","22314","FORT ELLSWORTH","48","$380,000","1,110","17","Dawn Smith Gurganus","Ashley Alperin","Weichert, REALTORS (WEI58)"
"VAAX2014370","RES","CLS","610 S Fairfax St","Alexandria","Alexandria City, VA","2","1/1","Twin/Semi-Detached","08/01/22","$970,000","$969,000.00","","","0.04","","","1","","No Pool","$688.43","1.00103","1.00103","TTR Sotheby's International Realty","1,409","1892","22314","","130","$969,000","1,409","16","Gina Baum","Debran M McClean","KW Metro Center (KWR19)"
"VAAX2014742","RES","CLS","1008 Royal St N","Alexandria","Alexandria City, VA","2","2/2","End of Row/Townhouse","08/01/22","$900,000","$899,000.00","","","","","","1","","No Pool","$545.12","1.00111","1.00111","Long & Foster Real Estate, Inc.","1,651","1979","22314","WATERGATE OF ALEXANDRIA","43","$899,000","1,651","5","Leslie P. Hoban","Michael C Manuel","EXP Realty, LLC (EXPY4)"
"VAAX2011068","RES","PND","2 Wolfe St","Alexandria","Alexandria City, VA","3","3/2","End of Row/Townhouse","08/01/22","$3,695,000","$3,695,000.00","","WATERFORD","","0","0","","","No Pool","$788.69","","","Washington Fine Properties, LLC","5,395","1993","22314","WATERFORD","29","$3,995,000","4,685","124","Heather C Corey","Nancy W Taylor Bubes","TTR Sotheby's International Realty (TTRS6)"
"VAAX2013462","RES","A/C","465 Old Town Ct","Alexandria","Alexandria City, VA","4","3/1","End of Row/Townhouse","08/02/22","$914,900","$914,900.00","$250.00","OLD TOWN STATION","0.02","0","0","1","","No Pool","$705.94","","","","1,879","1979","22314","OLD TOWN STATION","43","$924,900","1,296","51","Jason Cheperdak","","Samson Properties (SAMP4)"
"VAAX2014908","RES","CLS","400 Madison St #203","Alexandria","Alexandria City, VA","2","2/0","Unit/Flat/Apartment","08/02/22","$720,000","$719,900.00","","ALEXANDRIA HOUSE","","2","2","0","","Yes - Community","$554.70","1.00014","1.00014","RLAH @properties","1,298","1975","22314","ALEXANDRIA HOUSE","47","$719,900","1,298","6","Marion Gordon","Marcella A Oakley","KW Metro Center (KWR19)"
"VAAX2014824","RES","CLS","711 Carpenter Rd","Alexandria","Alexandria City, VA","3","3/1","Interior Row/Townhouse","08/02/22","$925,000","$944,900.00","$165.00","","0.02","0","0","1","","Yes - Community","$491.50","0.97894","0.97894","McEnearney Associates, Inc.","1,882","2006","22314","POTOMAC GREENS","16","$944,900","1,882","27","Nancy F Balchunas","Julian T Burke","Northern Virginia Residential Management & Sales (NVAM1)"
"VAAX2015600","RES","A/C","422 Oronoco St","Alexandria","Alexandria City, VA","3","3/1","Interior Row/Townhouse","08/02/22","$1,300,000","$1,300,000.00","$187.46","","0.02","","","1","","No Pool","$646.77","","","","2,371","2005","22314","CHATHAM SQUARE","17","$1,300,000","2,010","13","Charlene L Schaper","","McEnearney Associates, Inc. (MCE1)"
"VAAX2013912","RES","CLS","208 S Payne St","Alexandria","Alexandria City, VA","3","3/1","Twin/Semi-Detached","08/02/22","$1,399,000","$1,449,000.00","","","0.04","","","1","","No Pool","$692.57","0.96549","0.93329","KW Metro Center","2,020","1870","22314","","152","$1,499,000","2,020","40","Phyllis G Patterson","Marion Gordon","TTR Sotheby's International Realty (TTRS6)"
"VAAX2013354","RES","CLS","2805 Dartmouth Rd","Alexandria","Alexandria City, VA","4","2/1","Detached","08/02/22","$1,165,000","$1,170,000.00","","","0.21","4","2","1","","No Pool","$463.59","0.99573","0.99573","Century 21 Redwood Realty","2,513","1965","22314","CLOVER","57","$1,170,000","2,513","9","Katharine D Binkley","Christopher R Sanders","Realty One Group Capital Properties (ROGC1)"
"VAAX2016218","RES","ACT","1023 N Royal St #308","Alexandria","Alexandria City, VA","2","2/1","Penthouse Unit/Flat/Apartment","08/04/22","$825,000","$825,000.00","","ABINGDON ROW","","1","1","1","","No Pool","$643.02","","","","1,283","2007","22314","ABINGDON ROW","15","$849,900","1,283","36","Karl Girard Lotspeich","","Keller Williams Realty (KWR21)"
"VAAX2016010","RES","ACT","205 Wolfe St","Alexandria","Alexandria City, VA","3","2/1","End of Row/Townhouse","08/04/22","$929,900","$929,900.00","","","0.02","0","0","1","","No Pool","$699.17","","","","1,330","1820","22314","","202","$929,900","1,330","36","Margaret Madsen","","RE/MAX Allegiance (RMAX34)"
"VAAX2014418","RES","CLS","608 S Pitt St","Alexandria","Alexandria City, VA","2","1/1","Interior Row/Townhouse","08/04/22","$775,000","$774,900.00","","","0.02","","","1","","No Pool","$575.78","1.00013","0.96887","Samson Properties","1,346","1880","22314","","142","$799,900","1,346","22","Jennifer L Walker","Jason Cheperdak","McEnearney Associates, Inc. (MCE1)"
"VAAX2016198","RES","ACT","2151 Jamieson Ave S #1910","Alexandria","Alexandria City, VA","2","2/1","Unit/Flat/Apartment","08/04/22","$875,000","$875,000.00","","NONE AVAILABLE","","2","2","1","","Yes - Community","$526.16","","","","1,663","1999","22314","","23","$925,000","1,663","36","Karen A Trainor","","McEnearney Associates, Inc. (MCE3)"
"VAAX2015976","RES","PND","223 Montgomery Street","Alexandria","Alexandria City, VA","3","3/1","Interior Row/Townhouse","08/04/22","$1,924,900","$1,924,900.00","$202.00","","","0","0","","","No Pool","$716.38","","","Compass","2,687","2022","22314","","0","$1,924,900","2,687","10","Hillary Curtin","Patricia Petkosek","McWilliams/Ballard Inc. (MCWB1)"
"VAAX2013984","RES","CLS","1722 W Abingdon Dr #302","Alexandria","Alexandria City, VA","1","1","Unit/Flat/Apartment","08/05/22","$255,000","$255,000.00","","POTOWMACK CROSSING","","1","1","","","Yes - Community","$418.03","1.00000","0.98077","Century 21 Redwood Realty","610","1942","22314","POTOWMACK CROSSING","80","$260,000","610","36","Michelle L Gassan","Shelly K Gale","RLAH @properties (RLAH3)"
"VAAX2014478","RES","CLS","309 Holland Ln #136","Alexandria","Alexandria City, VA","1","1","Unit/Flat/Apartment","08/05/22","$388,000","$399,900.00","","ROYALTON AT KING STREET METRO","","1","1","","","No Pool","$601.55","0.97024","0.97024","Compass","645","2006","22314","ROYALTON AT KING STREET METRO","16","$399,900","645","12","Tim Tassa","VLADIMIR DALLENBACH","Long & Foster Real Estate, Inc. (LNG183)"
"VAAX2011992","RES","CLS","2151 Jamieson Ave #1502","Alexandria","Alexandria City, VA","2","2/0","Unit/Flat/Apartment","08/05/22","$520,000","$525,000.00","","","","2","2","0","","Yes - Community","$539.42","0.99048","0.94545","CENTURY 21 New Millennium","964","1999","22314","","23","$550,000","964","33","Brenda R Stone","Cindy Reynolds","EXP Realty, LLC (EXPY3)"
"VAAX2014414","RES","CLS","1016 N Royal St","Alexandria","Alexandria City, VA","3","2/1","End of Row/Townhouse","08/05/22","$789,000","$789,900.00","","WATERGATE OF ALEXANDRIA","","","","1","","No Pool","$587.93","0.99886","0.99886","McEnearney Associates, Inc.","1,342","1979","22314","WATERGATE OF ALEXANDRIA","43","$789,900","1,342","5","Martine M Irmer","Heidi E Burkhardt","Long & Foster Real Estate, Inc. (LNG183)"
"VAAX2015222","RES","CLS","501 Slaters Ln #1219","Alexandria","Alexandria City, VA","3","2/0","Unit/Flat/Apartment","08/05/22","$795,000","$760,000.00","","MARINA TOWERS","","3","2","0","","Yes - Community","$539.71","1.04605","1.04605","'Weichert, REALTORS","1,473","1969","22314","MARINA TOWERS","53","$760,000","1,473","2","Nada L Seide","David A Lloyd Jr.","McEnearney Associates, Inc. (MCE1)"
"VAAX2014390","RES","CLS","1300-C Duke St","Alexandria","Alexandria City, VA","3","3/1","Interior Row/Townhouse","08/05/22","$995,000","$999,990.00","","THE DUKE","","3","3","1","","No Pool","$563.42","0.99501","0.99501","McEnearney Associates, Inc.","1,766","2010","22314","THE DUKE","12","$999,990","1,766","13","Giovanni SantaAna","Hope L Peele","Move4Free Realty, LLC (MFFR1)"
"VAAX2014372","RES","CLS","409 Cambridge Rd","Alexandria","Alexandria City, VA","3","2/0","Detached","08/05/22","$900,000","$900,000.00","","","0.19","1","0","0","","No Pool","$484.13","1.00000","1.00000","TTR Sotheby's International Realty","1,859","1949","22314","","73","$900,000","1,859","8","Anna-Louisa A Yon","M. Joseph Reef","Compass (COMPS3)"
"VAAX2016196","RES","ACT","108 N West St","Alexandria","Alexandria City, VA","3","3/1","End of Row/Townhouse","08/05/22","$1,250,000","$1,250,000.00","","","0.05","","","1","","No Pool","$496.03","","","","2,520","1979","22314","","43","$1,250,000","2,520","35","Patricia A Vanderhyde","","McEnearney Associates, Inc. (MCE1)"
"VAAX2015746","RES","PND","525 N Fayette St #518","Alexandria","Alexandria City, VA","2","2/0","Unit/Flat/Apartment","08/06/22","$625,000","$625,000.00","","THE HENRY","","2","2","0","","No Pool","$571.82","","","TTR Sotheby's International Realty","1,093","2008","22314","THE HENRY","14","$625,000","1,093","15","Jason Trotman","Alexandra Caroline Fielding","Realty Pros (RPA1)"
"VAAX2016104","RES","ACT","421 Wilkes St","Alexandria","Alexandria City, VA","3","2/1","Interior Row/Townhouse","08/06/22","$1,149,000","$1,149,000.00","","","0.03","3","2","1","","No Pool","$636.57","","","","1,805","1971","22314","","51","$1,200,000","1,805","34","Thomas L. Osborne, Jr.","","Coldwell Banker Realty (CBRB54)"
"VAAX2014134","RES","CLS","435 Old Town Ct","Alexandria","Alexandria City, VA","3","2/1","Interior Row/Townhouse","08/08/22","$775,000","$775,000.00","$295.00","OLD TOWN STATION","0.00","0","0","1","","No Pool","$597.99","1.00000","0.93939","William G. Buck & Assoc., Inc.","1,944","1979","22314","OLD TOWN STATION","43","$825,000","1,296","28","Loretta Gray","Heidi F Robbins","Long & Foster Real Estate, Inc. (LNG183)"
"VAAX2013268","RES","CLS","529 S Fairfax St","Alexandria","Alexandria City, VA","2","2/1","End of Row/Townhouse","08/08/22","$1,125,000","$1,150,000.00","","","0.02","0","0","","","No Pool","$715.65","0.97826","0.93750","Coldwell Banker Realty","1,836","1900","22314","","122","$1,200,000","1,572","56","Lauren A Bishop","Cathy S D'Antuono","McEnearney Associates, Inc. (MCE1)"
"VAAX2009930","RES","CLS","601 N Fairfax St #513","Alexandria","Alexandria City, VA","3","2/1","Penthouse Unit/Flat/Apartment","08/08/22","$3,100,000","$3,450,000.00","","","","3","2","1","","Yes - Community","$1,021.42","0.89855","0.89855","Compass","3,035","2014","22314","","8","$3,450,000","3,035","24","Mark D McFadden","Cameron H McFadden","Compass (COMPS4)"
"VAAX2015266","RES","A/C","2050 Jamieson Ave #1002","Alexandria","Alexandria City, VA","1","1","Unit/Flat/Apartment","08/09/22","$479,000","$479,000.00","","THE JAMIESON","","1","1","","","No Pool","$543.08","","","","882","2008","22314","THE JAMIESON","14","$499,999","882","43","Theodora N Metin","","Compass (COMPS6)"
"VAAX2014234","RES","PND","1139 Colonial Ave","Alexandria","Alexandria City, VA","3","2","End of Row/Townhouse","08/09/22","$799,900","$799,900.00","","","0.06","3","1","","","No Pool","$806.35","","","Pearson Smith Realty, LLC","1,488","1930","22314","WESTOVER","92","$824,900","992","37","Sean Ragen","Matt M Kasun","KW United (KWR30)"
"VAAX2015430","RES","CLS","622 N Columbus St","Alexandria","Alexandria City, VA","2","2","Interior Row/Townhouse","08/09/22","$755,000","$719,900.00","","","0.03","","","","","No Pool","$740.20","1.04876","1.04876","KW Metro Center","1,275","1945","22314","","77","$719,900","1,020","5","Martine M Irmer","Melissa Michelle Green","Long & Foster Real Estate, Inc. (LNG183)"
"VAAX2014688","RES","CLS","801 N Pitt St #808","Alexandria","Alexandria City, VA","1","1","Unit/Flat/Apartment","08/10/22","$309,000","$300,000.00","","PORT ROYAL","","1","1","","","No Pool","$401.30","1.03000","1.03000","Redfin Corporation","770","1965","22314","PORT ROYAL","57","$300,000","770","23","Janet Mwobobia","Alyssa Rajabi","Long & Foster Real Estate, Inc. (LNG183)"
"VAAX2015718","RES","PND","132 Roberts Ln #200","Alexandria","Alexandria City, VA","1","1","Unit/Flat/Apartment","08/10/22","$325,000","$325,000.00","","FORT ELLSWORTH","","1","1","","","Yes - Community","$390.63","","","Non Subscribing Office","832","1974","22314","FORT ELLSWORTH","48","$325,000","832","17","Jeffrey A Jacobs","Non Member","Compass (COMPS7)"
"VAAX2013116","RES","A/C","501 Slaters Ln #1111","Alexandria","Alexandria City, VA","2","2","Unit/Flat/Apartment","08/10/22","$585,000","$585,000.00","","MARINA TOWERS","","2","2","","","Yes - Community","$550.33","","","","1,063","1970","22314","MARINA TOWERS","52","$575,000","1,063","63","Melissa Rosario","","McEnearney Associates, Inc. (MCE1)"
